GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
2.926790728873945313e-01,5.425894980385548294e-01,4.756767218032004751e-01,5.775475776904732683e-01,7.293839638648305090e-01,3.552924296162279227e-01,4.975464362935652085e-01,6.718142537297009387e-01,5.139208231234232427e-02,8.955942521168266390e-01,5.009982729176022387e-01,6.246864534431075811e-01,3.674959216965741904e-01,0.000000000000000000e+00
2.925185695279512443e-01,5.471880335176968480e-01,4.797812273543511918e-01,5.775378148735871298e-01,7.293978776340616088e-01,3.554062793089887706e-01,5.004615840773272151e-01,6.718125948085954535e-01,5.146802979612790513e-02,9.225151093132070157e-01,4.649896625304505982e-01,5.671623664412273058e-01,3.185154975530179317e-02,0.000000000000000000e+00
2.913123163812532668e-01,5.714638844641865001e-01,5.035951991994426225e-01,5.775007959401631252e-01,7.293614085567020622e-01,3.527894155301609658e-01,5.003836069494590477e-01,6.732039294878016111e-01,5.241164708568679664e-02,8.196357107180864965e-01,4.439355630132788555e-01,6.320798034553245515e-01,4.473898858075040508e-01,0.000000000000000000e+00
3.168962496815149188e-01,4.242878734901862070e-01,4.125315441529703309e-01,5.706211252437598525e-01,7.274964921430131515e-01,3.424065990972829376e-01,5.089091927630237100e-01,6.665182756667273889e-01,5.237976250938796569e-02,9.263312188535668401e-01,4.257709880460838758e-01,5.698932627903888770e-01,3.250407830342578325e-02,0.000000000000000000e+00
2.926790771539700686e-01,5.426401893047130276e-01,4.769222339001970012e-01,5.775472946490578519e-01,7.293840146805971036e-01,3.390172968993561686e-01,9.979032706914695572e-01,6.717619779665240376e-01,5.137554892268153539e-02,8.580763458143724209e-01,3.968211568764201669e-01,5.968774096462592382e-01,1.442088091353996848e-01,0.000000000000000000e+00
2.926790538908790040e-01,5.427690444773771716e-01,4.771297906596028149e-01,5.775478418125595814e-01,7.293842618796051447e-01,2.859351652672827426e-01,9.931708303743636002e-01,6.718508415344712770e-01,5.145620438424594600e-02,9.197184226008864316e-01,4.011694614244625812e-01,5.924177944835324894e-01,1.763050570962479691e-01,0.000000000000000000e+00
2.926769576653814320e-01,5.433446000842364620e-01,4.779249475036561057e-01,5.775474660957236051e-01,7.293840628712310314e-01,3.534044230749998072e-01,4.985226043495158965e-01,6.762747189677471571e-01,5.192921396925245792e-02,8.935277802842506167e-01,3.924360742157396720e-01,6.417769404391737709e-01,8.228384991843392671e-01,0.000000000000000000e+00
2.926790321739961009e-01,5.426495359617862224e-01,4.766328409228626772e-01,5.775477009681686535e-01,7.293842415076029484e-01,3.724937767979407677e-01,8.376332149806486882e-05,6.717707753462383025e-01,5.137755591037022895e-02,8.791556078163565990e-01,4.787808979815663113e-01,5.943939329749100553e-01,7.471451876019576110e-02,0.000000000000000000e+00
2.926779780471064907e-01,5.430609025244276244e-01,4.775962817820049167e-01,5.775473068696603818e-01,7.293840330967538144e-01,3.627860840776077067e-01,4.991606813275135113e-01,6.771265069819402127e-01,5.190824939306844937e-02,7.915092980900403363e-01,3.090344770507343908e-01,5.222449889162739806e-02,5.892740619902120391e-01,0.000000000000000000e+00
2.926790662160363987e-01,5.424756375943559084e-01,4.775952276300282073e-01,5.775473856051280830e-01,7.293838190705838054e-01,3.377680926271636186e-01,9.992726383162552350e-01,6.718515820483681455e-01,5.146721244416184449e-02,8.213737087418259142e-01,2.343717543559107608e-01,6.165114888898060030e-01,2.203507340946166404e-01,0.000000000000000000e+00
2.854773380389417081e-01,5.449466517711794022e-01,4.745182849451436979e-01,5.770111449174204488e-01,7.294847820077633438e-01,3.543286284052512003e-01,5.008720124327854517e-01,6.730238373674874985e-01,5.161054137869306585e-02,9.223362943096458100e-01,3.924247578733895403e-01,5.668437279121859573e-01,3.209624796084828424e-02,0.000000000000000000e+00
2.926790606418759322e-01,5.439860444330258948e-01,4.778736495505712112e-01,5.775466748777320358e-01,7.293819109857445637e-01,3.554375270310088375e-01,4.988739573622303913e-01,6.757420663013424811e-01,5.178792763592318660e-02,8.954559016942340577e-01,3.893082055802653541e-01,6.534802074902756885e-02,6.694942903752040264e-01,0.000000000000000000e+00
2.926943239165984423e-01,5.436756703115559475e-01,4.759350899891857112e-01,5.774670402727437590e-01,7.293061313816896485e-01,3.672429262991480647e-01,5.140950874937505466e-01,6.741516999972672064e-01,5.411814605728557798e-02,8.296225322814172465e-01,3.422032837696272756e-01,5.858368578677008998e-02,6.000407830342577853e-01,0.000000000000000000e+00
2.926789791926378004e-01,5.437727182597581477e-01,4.782230432921438235e-01,5.775477083130976519e-01,7.293841601221024984e-01,3.558740024320394824e-01,4.981730435157827874e-01,6.757911313107139994e-01,5.308740158262841013e-02,8.878494783667261192e-01,3.759974553631143523e-01,7.398292242947466235e-01,7.591353996737356669e-01,0.000000000000000000e+00
2.926790249241720820e-01,5.427731766212654518e-01,4.771890898887365950e-01,5.775469035924279959e-01,7.293841194297554509e-01,3.513974262168531038e-01,9.981956767730689739e-01,6.717642831979646623e-01,5.139634652996637187e-02,7.960237900913573750e-01,1.250937786755532133e-01,5.393616908466648541e-01,1.661500815660685026e-01,0.000000000000000000e+00
2.926790436552897390e-01,5.426404513127397466e-01,4.756421203724993108e-01,5.775476379004680361e-01,7.293840119313778070e-01,3.557561699870254168e-01,4.974381309297191134e-01,6.717817471239242444e-01,5.138311032824822294e-02,8.786665646849414202e-01,4.856627058568919741e-01,6.434728045089244119e-01,4.075448613376834728e-01,0.000000000000000000e+00
4.453604708999839290e-01,6.622029418888301100e-01,4.030071643329388165e-01,5.762499569955388257e-01,7.067783587899374442e-01,3.320216017512692130e-01,5.376153571885986526e-01,6.536288285182931812e-01,4.532269925052399145e-02,8.254193900166859610e-01,3.939694386041840413e-01,8.980507365276063636e-01,5.709624796084826481e-03,0.000000000000000000e+00
2.926791153482872776e-01,5.425820076289883387e-01,4.757712437474865830e-01,5.775475265911044209e-01,7.293845169101864645e-01,3.552695628591032717e-01,4.975303736513170816e-01,6.718296268999734977e-01,5.139459349354105061e-02,8.949539416234058020e-01,5.012198294447580693e-01,6.115607053281149064e-01,3.561174551386623310e-01,0.000000000000000000e+00
2.926743616402971426e-01,5.424248098537032270e-01,4.760436577996480789e-01,5.775473999619407106e-01,7.293839201261753669e-01,3.551379365282907874e-01,4.973816690605816215e-01,6.720699862974980343e-01,5.143791806594435329e-02,8.949477283011819662e-01,4.945269232257107905e-01,6.405866795353299947e-01,4.050163132137031274e-01,0.000000000000000000e+00
2.926753931369537320e-01,5.425540127555558145e-01,4.774993314873861028e-01,5.775475985040195992e-01,7.293840633706534238e-01,3.554358503177611484e-01,4.985852052490108988e-01,6.737537919141692866e-01,5.257299710324103009e-02,9.162101337903192366e-01,3.696059193414436006e-01,7.416101998066934042e-01,6.954323001631321777e-01,0.000000000000000000e+00
2.926791834159512273e-01,5.436111464416057970e-01,4.770311913235131818e-01,5.775474821238225642e-01,7.293839089622651262e-01,3.561060842879604227e-01,5.001561733098112139e-01,6.740324066932313896e-01,5.314784421719545571e-02,9.161411703563967501e-01,4.358406803512858141e-01,5.875421681251218331e-01,2.797716150081566155e-01,0.000000000000000000e+00
2.926790992271149916e-01,5.427209246220018324e-01,4.770146211531365865e-01,5.775478580264387096e-01,7.293841647822938423e-01,2.871804444557314318e-01,9.931193808094211928e-01,6.718162833922823873e-01,5.141892535665917169e-02,9.206678142940372123e-01,4.025173777636517070e-01,5.916092570469633216e-01,1.770799347471452290e-01,0.000000000000000000e+00
2.926723166015408606e-01,5.418998888519312995e-01,4.738524871069175193e-01,5.775698055818605514e-01,7.294192002457672297e-01,7.048089247756841313e-01,8.523596283227996562e-02,6.718208530580166427e-01,5.143255328465368148e-02,8.164079463075729626e-01,4.662154571608813081e-01,7.677586062020065327e-01,1.712887438825444475e-03,0.000000000000000000e+00
2.926790677274513364e-01,5.427102118758176941e-01,4.769054082123567184e-01,5.775473246123102866e-01,7.293842579728340159e-01,3.329280677931877874e-01,9.982961653299073923e-01,6.718222687204218335e-01,5.142412452496040315e-02,8.309426015314523850e-01,3.880493813840067974e-01,6.177850701960777569e-01,9.359706362153344394e-02,0.000000000000000000e+00
2.926790774483138402e-01,5.441053573602192550e-01,4.778992595003280774e-01,5.775472051667909223e-01,7.293839657632051887e-01,3.553228406269982598e-01,4.984428929046316736e-01,6.771610376654582097e-01,5.273611965491965120e-02,8.432754812982091730e-01,4.173817801667433769e-01,5.912380358518268819e-01,8.584420880913539165e-01,0.000000000000000000e+00
2.926790936397880571e-01,5.434165785469449172e-01,4.776642917157982171e-01,5.775473603206068285e-01,7.293840657965442453e-01,3.254583067580256173e-01,9.969112187165140027e-01,6.718106590454536731e-01,5.141679005210705172e-02,8.782731558902077129e-01,3.971170283352731811e-01,6.125626345680021956e-01,8.960032626427406888e-02,0.000000000000000000e+00
2.926780655901022321e-01,5.432541286371603828e-01,4.768724825172617199e-01,5.775470745418249674e-01,7.293841875554174514e-01,3.546943990666134860e-01,5.005779245182017112e-01,6.738769586201036610e-01,5.262636172666448203e-02,8.236290102215693132e-01,4.172983268395372147e-01,6.311382610068871912e-01,2.276101141924959381e-01,0.000000000000000000e+00
2.926790751953731728e-01,5.426972957843528844e-01,4.758023094264731134e-01,5.775474341439968962e-01,7.293840972885742291e-01,3.552813125602509725e-01,4.974139294544672740e-01,6.718682261723991633e-01,5.139545644179764616e-02,8.945080677629485555e-01,5.008780921643471995e-01,6.289778590813686066e-01,3.683931484502447340e-01,0.000000000000000000e+00
2.926790839415154277e-01,5.438970223781831592e-01,4.779164732894968792e-01,5.775476790232787483e-01,7.293838134337037316e-01,3.557991093542767769e-01,4.981236221603513870e-01,6.756361779130843903e-01,5.300610888857940073e-02,8.883313238217459551e-01,3.757177662362041759e-01,7.546551881484082624e-01,7.462071778140293432e-01,0.000000000000000000e+00
2.926790598107291141e-01,5.432191346939093668e-01,4.784496634839712215e-01,5.775472414239412045e-01,7.293840766366692652e-01,3.627776816759407663e-01,4.994141382688480069e-01,6.748776274950248899e-01,5.174889115654892485e-02,7.909547893940621632e-01,3.074035759736708506e-01,4.282744574361708328e-02,5.859706362153344061e-01,0.000000000000000000e+00
2.926790765364365443e-01,5.426886115290764367e-01,4.775502387603364207e-01,5.775474493613780291e-01,7.293839099958318029e-01,3.374424481004735243e-01,9.985400679648915867e-01,6.718029405884146099e-01,5.140542687302168678e-02,8.647934005168174121e-01,3.983279217762866753e-01,5.990431951322303661e-01,1.329119086460032739e-01,0.000000000000000000e+00
2.926741288845704503e-01,5.432953629161727527e-01,4.774085109254314063e-01,5.775473101382310182e-01,7.293842298374152433e-01,3.561162648288881960e-01,4.999189784657944169e-01,6.754185157662327965e-01,5.417189734009788399e-02,9.179220217544638016e-01,4.364676905800617401e-01,5.872202648257438540e-01,2.800570962479607684e-01,0.000000000000000000e+00
2.926790716540839665e-01,5.435620576513106039e-01,4.776760842476240887e-01,5.775477494541367829e-01,7.293842340884794107e-01,3.540812919713814955e-01,4.989265275321116966e-01,6.719057072016398902e-01,5.144494248113779672e-02,8.458246379523896019e-01,3.639207003023559039e-01,6.412794938511954257e-01,8.249592169657421481e-01,0.000000000000000000e+00
2.926790183460690198e-01,5.434354985572762420e-01,4.766293668001148065e-01,5.775454675711927388e-01,7.293852091493997492e-01,3.554135966694197957e-01,4.993400423430726098e-01,6.750999549478174933e-01,5.223180481190339147e-02,8.483319602188506003e-01,3.924778881007234266e-01,6.367068183164867889e-01,4.326264274061989989e-01,0.000000000000000000e+00
3.217906340362857165e-01,5.701586161407495856e-01,4.842417179339053024e-01,5.789934719679353803e-01,7.321078303539795273e-01,3.586694171098392392e-01,4.949127870780707927e-01,6.709887677947369289e-01,4.750210437569445804e-02,8.273540886855950127e-01,4.586935600349443254e-01,7.787855742949536531e-01,6.745106035889070206e-01,0.000000000000000000e+00
2.926789949998241380e-01,5.436322108089298721e-01,4.778868966540972818e-01,5.775474722685380868e-01,7.293841672883233374e-01,3.637242773149887420e-01,4.998919876617862190e-01,6.740068886236616486e-01,5.271065391103422343e-02,7.595900224894559516e-01,3.258557542942109309e-01,6.241754888723639594e-01,2.337683523654159878e-01,0.000000000000000000e+00
2.926749300329847259e-01,5.443863845617745723e-01,4.795383456857588156e-01,5.776488374161361516e-01,7.295507729711167011e-01,8.789166601389906130e-01,1.826262617690160850e-01,6.718556364328041042e-01,5.147432690530782950e-02,8.705842074753559201e-01,4.993098746389608156e-01,6.112597721935967288e-01,2.152936378466557554e-01,0.000000000000000000e+00
2.926789485474425856e-01,5.439267360332132872e-01,4.779968213757919138e-01,5.775475581847520079e-01,7.293844170951779837e-01,3.552538988502326189e-01,4.987022653804535910e-01,6.738508136150532790e-01,5.164234015785136578e-02,8.957184418704996487e-01,3.887033340217725397e-01,6.559131413403383737e-02,6.702283849918434511e-01,0.000000000000000000e+00
2.917183904527192451e-01,5.303992908369676851e-01,5.057488345979884725e-01,5.780209901248193338e-01,7.296961280007101536e-01,3.548070728030381926e-01,4.975536077292859738e-01,6.733255895230778609e-01,5.175093570530452797e-02,9.097181490679140392e-01,4.078478427747785351e-01,6.033504866030714453e-01,2.704323001631320778e-01,0.000000000000000000e+00
2.926737088315508051e-01,5.444693091505409255e-01,4.791980197751268822e-01,5.775471528124721532e-01,7.293843837774069971e-01,3.538961248652103264e-01,4.968079465518481230e-01,6.721250969556282762e-01,5.152158781592185155e-02,8.830192793264467488e-01,5.120763851936162014e-01,7.658584894923253783e-01,7.171696574225122633e-01,0.000000000000000000e+00
2.926788742393008347e-01,5.441194834335526531e-01,4.779737212536869229e-01,5.775484210848415012e-01,7.293836068199170963e-01,3.548092690826699647e-01,4.985320425875012229e-01,6.733174323377645321e-01,5.199058228204623405e-02,8.614734161730316364e-01,4.361887613325049484e-01,6.234711439581079873e-01,9.893964110929853728e-01,0.000000000000000000e+00
2.926790812700146294e-01,5.430936259149555800e-01,4.769237409052572985e-01,5.775474325285460120e-01,7.293842439873984285e-01,3.560510594450326249e-01,4.983584272810865912e-01,6.718180900014508738e-01,5.143005583131900205e-02,8.527523138590332730e-01,3.638462971572030691e-01,5.549938084980255981e-01,8.966150081566066632e-01,0.000000000000000000e+00
2.926786042404126431e-01,5.429455750295213434e-01,4.779530916517715777e-01,5.775472776281709297e-01,7.293842268393645467e-01,3.544380126571122225e-01,4.991682217313389014e-01,6.760667975160643550e-01,5.126159161625829658e-02,8.715014744659569379e-01,3.619356784191924414e-01,6.007637189138463896e-01,9.144779771615008102e-01,0.000000000000000000e+00
2.926739789278511861e-01,5.436317627365541139e-01,4.778185909630245920e-01,5.775476856629859768e-01,7.293835134966022427e-01,3.558295437669487526e-01,4.983593071354184834e-01,6.732747310357896087e-01,5.180820540723474199e-02,9.466277815560300013e-01,4.262393659366437992e-01,5.902683277560107911e-01,8.566476345840129403e-01,0.000000000000000000e+00
2.927059685356703245e-01,5.447986028283977600e-01,4.763248501958656789e-01,5.775105424179000080e-01,7.293733252799690092e-01,3.547814720268698818e-01,4.989842513145152925e-01,6.746689631079140215e-01,5.181970180884807459e-02,8.358623041224897410e-01,3.919377114325939271e-01,6.147963181091603557e-01,9.380097879282216500e-01,0.000000000000000000e+00
2.703488411008928560e-01,5.101326378272346140e-01,4.552999397390611880e-01,5.761821619519295057e-01,7.314041680658012190e-01,3.575594422831636643e-01,4.860314861230741745e-01,6.719696283146536775e-01,5.159782303657228092e-02,8.334780294191114214e-01,4.703334955899253766e-01,6.119705855295833885e-01,8.743882544861338035e-02,0.000000000000000000e+00
2.926790443750197923e-01,5.430488710744526548e-01,4.767323818512945732e-01,5.775474814770391596e-01,7.293840870066248261e-01,3.550736709652406176e-01,4.992815966333912225e-01,6.718642966454159149e-01,5.146154410406432456e-02,8.861615749464335501e-01,4.084319793603884974e-01,5.911222854822568706e-01,1.141924959216965296e-02,0.000000000000000000e+00
2.926758645415382110e-01,5.436317627229573235e-01,4.778338023408261748e-01,5.775472951995881399e-01,7.293840473776762590e-01,3.546694905379184637e-01,4.984687750215731072e-01,6.801540153830364366e-01,5.138982811242953641e-02,8.633423834979487843e-01,3.613002273358745242e-01,6.035364257149726797e-01,9.313621533442087985e-01,0.000000000000000000e+00
2.926790874157085276e-01,5.431580327906143646e-01,4.773806178619616203e-01,5.775472500235249163e-01,7.293842412966252686e-01,2.645277582271827743e-01,9.890992995778757901e-01,6.718278827931811747e-01,5.143741421308817285e-02,8.684226462881000641e-01,3.926378314273807901e-01,6.003617212737121234e-01,6.125611745513866169e-02,0.000000000000000000e+00
2.860772847721373968e-01,5.667141035534197790e-01,5.044825569890716288e-01,5.761294324766984554e-01,7.307029578073751530e-01,3.809657241349673207e-01,4.926316561465641231e-01,6.741455693672112615e-01,5.238127131495926708e-02,9.256968532987112086e-01,4.013745327077919978e-01,6.135655557174501257e-02,6.254078303425775198e-01,0.000000000000000000e+00
2.926797802412218208e-01,5.436435311332242781e-01,4.776824890459194228e-01,5.775461577248860445e-01,7.293830266919570926e-01,3.655827801406114630e-01,5.228068384584914075e-01,6.717996837391916332e-01,5.142023184515119583e-02,7.376608652906792019e-01,3.965224475736935372e-01,9.978293555578672258e-01,7.990212071778139968e-01,0.000000000000000000e+00
2.926729462513881219e-01,5.433828159743084862e-01,4.776312506950295966e-01,5.775476029609946105e-01,7.293839889983132485e-01,3.546429870080379243e-01,4.985396985985443008e-01,6.760414511941851279e-01,5.133984767839384206e-02,8.617387732430015213e-01,3.608529440829860158e-01,5.970218795536492706e-01,9.206362153344207488e-01,0.000000000000000000e+00
2.926791641911981601e-01,5.435439524447781556e-01,4.777921711604740107e-01,5.775478593230379820e-01,7.293841404664284100e-01,3.543056483482415753e-01,4.993936940901234078e-01,6.717804004929311956e-01,5.139858502840718296e-02,8.489677212662785077e-01,5.064450380526215323e-01,5.950113056297415826e-01,2.659053833605220518e-01,0.000000000000000000e+00
2.817968154576855344e-01,5.474591732353929485e-01,4.831103940952253262e-01,5.799751310804748261e-01,7.321900707131406838e-01,3.555538402473940596e-01,4.963419553934482753e-01,6.917062361271244519e-01,5.773927843910452162e-02,9.864387649673047598e-01,2.850011491059754043e-01,5.709893241195017621e-01,3.287112561174552333e-02,0.000000000000000000e+00
2.926791446321316270e-01,5.435867260068659723e-01,4.778598299892625190e-01,5.775473175878821364e-01,7.293839895556362141e-01,3.555432982414125087e-01,4.986181389769404060e-01,6.757587064064348725e-01,5.312355403887619038e-02,8.886736441960780830e-01,3.734082103710916201e-01,7.577824052063242277e-01,7.883768352365414511e-01,0.000000000000000000e+00
2.926790160188266210e-01,5.442518847328773335e-01,4.782517193120517929e-01,5.775478041523347539e-01,7.293837981695716621e-01,3.538230484075173266e-01,4.990869371857867831e-01,6.730157755422524479e-01,5.167438668715839539e-02,8.423990292882819197e-01,4.169579504215896737e-01,7.506763855433239430e-01,7.279771615008155949e-01,0.000000000000000000e+00
2.926790389525759650e-01,5.429356171527226493e-01,4.770163902691090807e-01,5.775483762111336405e-01,7.293837016528122996e-01,3.549469275382066691e-01,4.979448717248858847e-01,6.722447045039983138e-01,5.166750993852890078e-02,9.139319308610516224e-01,3.683782123378613882e-01,7.412339464850460358e-01,6.967781402936378266e-01,0.000000000000000000e+00
2.926790797167085345e-01,5.424821835817081883e-01,4.771258424926601016e-01,5.775477083493627539e-01,7.293839694186952105e-01,3.348028134527645250e-01,9.981864243335442088e-01,6.717661580956593159e-01,5.138075741170236577e-02,8.817945235195232545e-01,3.963142562107696554e-01,5.962504005710229649e-01,1.453099510603589051e-01,0.000000000000000000e+00
2.926763011509092016e-01,5.430062228992275086e-01,4.774550738624172008e-01,5.775475167949114530e-01,7.293840343401337689e-01,3.553096920510631640e-01,4.985918735830286996e-01,6.757575932722780232e-01,5.168566424295320538e-02,9.041112488863287666e-01,3.738514377926928645e-01,5.611248893021425488e-02,6.406199021207178435e-01,0.000000000000000000e+00
2.926726287868574028e-01,5.428053784746077470e-01,4.779976179473623965e-01,5.775475402770208211e-01,7.293843074272532423e-01,3.604890184030882239e-01,5.001330475641857509e-01,6.751738542096179518e-01,5.207179043381880701e-02,8.968630725766693068e-01,3.995525318037321250e-01,6.129903449485015754e-01,2.449836867862968948e-01,0.000000000000000000e+00
2.926749521374464313e-01,5.432584249334017068e-01,4.777347544389665135e-01,5.775476920422141225e-01,7.293843255503567047e-01,3.519426362800383568e-01,4.982002536163968043e-01,6.733234561957194275e-01,5.191640686861850873e-02,9.311798695780260093e-01,4.364609527891535334e-01,6.027872245879740687e-01,8.404567699836869021e-01,0.000000000000000000e+00
2.926790907413956977e-01,5.426387510402305159e-01,4.759887035646985232e-01,5.775474647525566940e-01,7.293838689037398515e-01,3.552797309584176388e-01,4.975023226390135056e-01,6.718814377062235499e-01,5.140080373688664384e-02,8.957458577832019264e-01,5.011584834324913640e-01,6.247637434429211822e-01,3.477569331158238408e-01,0.000000000000000000e+00
