GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
5.863344523933377017e-01,7.959184144085682533e-01,1.365229363855653411e-01,3.789234599998234088e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.796058584513649192e-01,7.386205456749530551e-01,7.483274767514560555e-01,7.966970318951858143e-01,9.031133767886887487e-01,1.049090733152665406e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.196065489704007279e-01,7.359942599052092804e-01,1.643665625046465129e-01,1.000000000000000000e+00,8.071767520167589804e-01,2.779250826164486043e-01,3.706259242249189123e-01,9.401924591594380543e-01,7.726962026678999562e-01,2.044688952593655962e-01,8.331025643217084831e-01,1.196554190732606465e-02,6.026125272075374406e-01,1.000000000000000000e+00
3.772719918205760248e-01,6.696092183203139481e-01,2.458363673701030871e-01,9.514020044582259805e-01,7.889853820005142682e-01,2.939716231231745414e-01,4.560729483553949137e-01,9.136712045767360069e-01,7.804283483263040333e-01,2.143422709198737897e-01,9.605026354772894237e-01,1.013262449869099802e-02,6.128445344659930738e-01,1.000000000000000000e+00
4.214179548896054839e-01,7.294430991714125900e-01,0.000000000000000000e+00,8.135847170670460482e-01,8.112477404934373970e-01,2.804409214406838324e-01,3.921855874820813215e-01,9.690835076480576182e-01,7.606690780253262396e-01,2.057404288794837666e-01,9.710891372898925455e-01,8.534218226211373950e-03,6.934329788261563987e-01,1.000000000000000000e+00
1.176687917631128316e-01,9.999999999999997780e-01,1.400328080516898277e-01,6.515121974942881256e-01,8.250386792158380667e-01,2.726149654977074732e-01,3.761600439390038741e-01,9.389003725504255771e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.870406153488575640e-01,2.645425475306807661e-03,6.695247651836849778e-01,1.000000000000000000e+00
4.023628639791839712e-01,7.301053948329249144e-01,1.622216494441451329e-01,7.446603984933003462e-01,8.076535845325869545e-01,2.772265630818550597e-01,3.507235381872647606e-01,9.390927965865581983e-01,7.733849611285199543e-01,2.114737465958302087e-01,9.716882133406333777e-01,1.215806033234308886e-02,5.973694579595113519e-01,1.000000000000000000e+00
1.157547606546596303e-01,5.041655895642316310e-01,2.474964304787075631e-01,8.363191521277421048e-01,8.247092042655909117e-01,2.409411692135101091e-01,5.382600460129532971e-01,9.643396510155000101e-01,7.818764702665722544e-01,2.364094366643076373e-01,9.641449202940194363e-01,6.429504001878597053e-03,7.054909925459120767e-01,1.000000000000000000e+00
4.948882286792530838e-01,7.007428696759592235e-01,2.476211678066798372e-01,8.217853200386060486e-01,7.933995751223731352e-01,2.178036876146476619e-01,3.283718257951226960e-01,9.074509913005216477e-01,7.863418952584142474e-01,2.418993589707449376e-01,9.492994570925470388e-01,7.173847786826280902e-03,7.244580476527021640e-01,1.000000000000000000e+00
4.209228100695017738e-01,7.275032612877992966e-01,6.929098412924294959e-02,9.349924684166751598e-01,8.110071220085549593e-01,2.859079541355186160e-01,3.883508410866888805e-01,9.672069812566306268e-01,7.859422862778334684e-01,1.926609195643408656e-01,9.529748281715627600e-01,8.621758308556833061e-03,7.761609112381430142e-01,1.000000000000000000e+00
4.252522894929691155e-01,7.291028503073717637e-01,1.159254432419505043e-01,7.843702056860353267e-01,8.072219278124684871e-01,2.779642367266825786e-01,4.103930117418777557e-01,9.385741210425464498e-01,7.771724510493838167e-01,2.006103200291909638e-01,9.650961409840701499e-01,6.442091085038056941e-03,6.853967177875432970e-01,1.000000000000000000e+00
4.235559749800079654e-01,7.211050690695366416e-01,1.481094301975828809e-01,8.409688434728590511e-01,8.047565492042199065e-01,2.775923998229645195e-01,4.705420902580704223e-01,9.331204066077859460e-01,7.709512556482022161e-01,2.086670178591257530e-01,9.680057733513971474e-01,7.659411919107281252e-03,7.015234416477219570e-01,1.000000000000000000e+00
4.195983812760793463e-01,7.358664672906971571e-01,7.247417789214061212e-03,9.649697158182591883e-01,8.070921779050931333e-01,2.778574241275678092e-01,3.743836088451578115e-01,9.409870921406962019e-01,7.632876804401356186e-01,1.490947895691393521e-01,9.666062522967682202e-01,9.146777713504227955e-03,6.332013947915959839e-01,1.000000000000000000e+00
2.702247971550296168e-01,6.145741149953376503e-01,2.993294053720477188e-01,9.524995608101968214e-01,8.724928389942692153e-01,2.174292965510277731e-01,3.904546893767217863e-01,9.753475443904600084e-01,6.891542911804663385e-01,1.490481139949104694e-01,9.647439290736957718e-01,8.460677661592523602e-03,6.291846096115289999e-01,1.000000000000000000e+00
4.776207790877948778e-01,6.347654727997245061e-01,4.100715167463241800e-02,8.915490518255305696e-01,7.828631556665544000e-01,2.635427164668522337e-01,4.479775095506524085e-01,9.510145264921320285e-01,8.168216631582040366e-01,8.464264065094541378e-02,9.576965532778956014e-01,8.187180661322422670e-03,6.239467454715249550e-01,1.000000000000000000e+00
4.184968848656360763e-01,7.352288451844763983e-01,7.543343126211462524e-01,7.678023581223635263e-01,8.066346760623736012e-01,2.783743364145452315e-01,3.834103860885145210e-01,9.408217607967932494e-01,7.734043006476415405e-01,2.054923797987738276e-01,9.841087826865569932e-01,4.658418774329022884e-03,7.030120996416587831e-01,1.000000000000000000e+00
4.196090541003881236e-01,7.359093691980118646e-01,7.427108775793286322e-01,7.720900517609640135e-01,8.070871646236063013e-01,2.778535916343648493e-01,3.731672722847896306e-01,9.463621708455960402e-01,7.752203993855997233e-01,2.073013615013890587e-01,9.604391752223208067e-01,7.811208454952445548e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.149387821785676111e-01,7.335149696289765542e-01,6.883875446415670396e-01,8.226227921580121505e-01,8.051873899768390297e-01,2.808739339008666236e-01,3.804778287563975736e-01,9.426506530733721467e-01,7.590418692820328772e-01,1.883623709259799051e-01,9.907249963902368117e-01,5.348673233579354612e-03,6.594202112942409988e-01,1.000000000000000000e+00
4.195987503631706250e-01,7.359757868188453456e-01,1.869138232881907002e-01,9.935234367295233682e-01,8.071766752963429603e-01,2.779250161305824585e-01,3.730251577730899770e-01,9.498734152685451848e-01,7.756552463259340779e-01,2.074672721067928882e-01,9.565413338251301800e-01,8.499901717097586851e-03,6.400996545971527896e-01,1.000000000000000000e+00
4.153911007961153534e-01,7.359824912541553799e-01,3.139360597844749745e-01,0.000000000000000000e+00,8.097012991302842133e-01,2.778409931176683556e-01,3.784641228368579857e-01,9.448316087695316501e-01,7.651337461022879038e-01,2.077453980933422484e-01,9.806850943671463483e-01,6.771369641492338588e-03,7.306286231145997512e-01,1.000000000000000000e+00
4.154176701638592206e-01,7.318767932338748894e-01,8.812414938025614486e-01,6.232266553851464330e-01,8.067719528532025786e-01,2.779581212087068876e-01,3.666090882489112524e-01,9.443885090771237945e-01,7.578833622791606439e-01,1.935244748569076578e-01,9.788329077481168206e-01,2.867472744311324196e-03,7.566959025351724932e-01,1.000000000000000000e+00
4.221146858198848162e-01,7.539637188595903483e-01,8.885506920241384998e-01,6.115965798639364515e-01,8.110772086404229864e-01,2.795484457447400262e-01,3.835052583485731859e-01,9.308049492552311621e-01,7.729127587482950146e-01,2.377605154226019868e-01,9.839555183881312228e-01,1.195962447823883945e-03,6.056086303088014100e-01,1.000000000000000000e+00
4.191038568820393273e-01,7.345981896965178004e-01,7.515710874829018007e-01,7.706546152929046878e-01,8.063766348021133012e-01,2.776433346746338127e-01,3.648500722303926747e-01,9.497629320337154235e-01,7.723857718363863478e-01,2.092728817836845001e-01,9.927901142881495611e-01,3.150583307955596990e-03,6.035853861566321532e-01,1.000000000000000000e+00
4.194073096733920147e-01,7.286927121658125506e-01,7.302209786982759576e-01,7.894816712132314285e-01,7.996428310595438127e-01,2.764572225292171725e-01,3.958861406732442911e-01,9.397558930647333941e-01,7.785011975464120049e-01,2.059796485648316133e-01,1.000000000000000000e+00,2.845482120334870413e-03,6.030587347924950548e-01,1.000000000000000000e+00
3.911682250732438915e-01,6.484800599520753606e-01,7.131530954738487527e-01,7.456998504318181897e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.725911779596609463e-01,3.290539370793096885e-01,9.967222568699389829e-01,6.733044743436021606e-03,6.978579061141065853e-01,1.000000000000000000e+00
4.372032156527118074e-01,4.371828536436320189e-01,6.155177626793448820e-01,2.441098837157273591e-02,4.358941405391641433e-01,2.936964570564146171e-01,5.431740541588327975e-01,4.776472965311496233e-01,5.771627848316265297e-01,7.297523610239221581e-01,3.538559498479091903e-01,4.976205878382761738e-01,6.725041556042216095e-01,0.000000000000000000e+00
4.376103886193672965e-01,4.369766774529993958e-01,4.871125385711703171e-01,9.947122247336815937e-01,4.337543589084670304e-01,2.926675428975449300e-01,5.428731783510386544e-01,4.771545317088680127e-01,5.779264025140051775e-01,7.293567171525997539e-01,3.337103368105766577e-01,9.953125702006756503e-01,6.718217868049009001e-01,0.000000000000000000e+00
4.376866190929664668e-01,4.363986219967744273e-01,4.866120040443233097e-01,9.835940716488216218e-01,4.337818128193938194e-01,2.930797367123815222e-01,5.439237167854289456e-01,4.771992339884169043e-01,5.776240672913756091e-01,7.295179050706254165e-01,3.569204625583496937e-01,4.994546257500788178e-01,6.749749818684089853e-01,0.000000000000000000e+00
4.362839567677028740e-01,4.378077042256064422e-01,8.650729066621476449e-01,2.309807996755983972e-01,4.416947470615087412e-01,2.993405065580167501e-01,5.421548336931996115e-01,4.776248074381835851e-01,5.752431907812882717e-01,7.299680781099338045e-01,3.566727946309912745e-01,4.977519783510898077e-01,6.738616804422460360e-01,0.000000000000000000e+00
4.372999623454739138e-01,4.348649128966962651e-01,5.220924382015552645e-01,9.581687989225203816e-01,4.333185980654704617e-01,2.934882591321208989e-01,5.443022024502469636e-01,4.775643440933333150e-01,5.760512868975342649e-01,7.313804444072845579e-01,3.518267442776972787e-01,5.033213377801412092e-01,6.719281173918181249e-01,0.000000000000000000e+00
4.375368238420068723e-01,4.368962743170415886e-01,1.600924248554103091e-01,7.943538333684988517e-01,4.337198804938685037e-01,2.927758175378992189e-01,5.421241000867043081e-01,4.772068519850508062e-01,5.775544362054263470e-01,7.293776428816488577e-01,3.556744403988462144e-01,4.985354644250897249e-01,6.746252726157689894e-01,0.000000000000000000e+00
4.332058868759863235e-01,4.441971543101801423e-01,4.985935756629998883e-01,4.990803753821360100e-01,4.535932953735836159e-01,3.115678596851260140e-01,5.499199243728052355e-01,4.693642680346207796e-01,5.722761429930093291e-01,7.363374682390939618e-01,3.528241924526243078e-01,5.007071331704505690e-01,6.726196270421727075e-01,0.000000000000000000e+00
4.361132511596280681e-01,4.382615954360604138e-01,8.609226366517408469e-01,2.027816459950572692e-01,4.341833544554740687e-01,2.927086944622723785e-01,5.444233340290371981e-01,4.787143373621696729e-01,5.760918528947065465e-01,7.301727442881531527e-01,3.631327229257100830e-01,4.967986373323827753e-01,6.725562123230451883e-01,0.000000000000000000e+00
4.375260786356495735e-01,4.369743012185889341e-01,5.178703403694701057e-01,3.711180854003460084e-03,4.337524063760451742e-01,2.926790621961629091e-01,5.428614881878881526e-01,4.771185818520252142e-01,5.773711896764233131e-01,7.294061033283008033e-01,3.788858677296844113e-01,7.408460445212926597e-04,6.717924210441921229e-01,0.000000000000000000e+00
4.376253121198283580e-01,4.366063439993677076e-01,4.941943467959519221e-01,9.899941640116376451e-01,4.334632516445202088e-01,2.931768450924488456e-01,5.435247025026560541e-01,4.777900875349596066e-01,5.775193087881412835e-01,7.293565678004492181e-01,3.538846914024301737e-01,4.986968630803972902e-01,6.744397121437196718e-01,0.000000000000000000e+00
4.436209499810593315e-01,4.376256966025106054e-01,8.741503688038798625e-02,5.229606740393971664e-01,4.307851898833191528e-01,3.085744585682880237e-01,5.449887186607141887e-01,4.728262627197070134e-01,5.835311491177596066e-01,7.279209079565015506e-01,3.479567598673334317e-01,5.014409959893354474e-01,6.725338667530587067e-01,0.000000000000000000e+00
4.374419095251436129e-01,4.371174481451295946e-01,5.211226975549968499e-01,9.795794031511647626e-01,4.336929685322896133e-01,2.930696207442360368e-01,5.431815513919711069e-01,4.768484701614111865e-01,5.776289071937869002e-01,7.293197792793407741e-01,3.544740879551734891e-01,5.019868853201726600e-01,6.753388918327464241e-01,0.000000000000000000e+00
4.375266754519393508e-01,4.369761219911906247e-01,5.102644872651360686e-01,2.286983764894334747e-03,4.337513910933176731e-01,2.926783223106668164e-01,5.425376858412048753e-01,4.759282107000615269e-01,5.775603606907313559e-01,7.293765626148244197e-01,3.550389708330313754e-01,4.973365764154589197e-01,6.720735089067063628e-01,0.000000000000000000e+00
4.374937809989215554e-01,4.366531209612310449e-01,2.691806701149127568e-01,8.980260563063181545e-01,4.338109104948156824e-01,2.926858411754956202e-01,5.431810114174393522e-01,4.780260116101792134e-01,5.775443352225919647e-01,7.293862194441398383e-01,3.556774822358794164e-01,4.984423473653091241e-01,6.756466811209068668e-01,0.000000000000000000e+00
4.362107900421183793e-01,4.362299422288327122e-01,8.090691116290066320e-01,1.526788029493142407e-01,4.370177372138872585e-01,2.960552147757573027e-01,5.412190415674529298e-01,4.754833917117062270e-01,5.734081290409168696e-01,7.266848720410906681e-01,7.954067683173037251e-01,1.546794266784092819e-01,6.717033458766180631e-01,0.000000000000000000e+00
4.366298965711347124e-01,4.364095804806249479e-01,5.548118824486741874e-02,4.033060402508423237e-01,4.362225455229170601e-01,2.941074999089898778e-01,5.536115691735552513e-01,4.676882533714862844e-01,5.778536764144921456e-01,7.296150424881823193e-01,3.549801601433875131e-01,5.034168005343938601e-01,6.730897259008895572e-01,0.000000000000000000e+00
4.284377494886119075e-01,4.408679055908568678e-01,6.064306701339488015e-01,4.847499020495039113e-01,4.669169696666691793e-01,3.293254808247232379e-01,5.541888342480487673e-01,4.684087351104052055e-01,5.677298045415988259e-01,7.337544377368868664e-01,3.537651425996471422e-01,5.033659853009680996e-01,6.720962749460256402e-01,0.000000000000000000e+00
4.380097259953247280e-01,4.365061620439932843e-01,2.196735122120495876e-01,9.429383928430479234e-02,4.280088586850361310e-01,2.893976194890692799e-01,5.442391656095487695e-01,4.779272785608426055e-01,5.783465264238227821e-01,7.287592811081087252e-01,3.530548252654073238e-01,4.987662029395367735e-01,6.721681176008358349e-01,0.000000000000000000e+00
4.324085606042742391e-01,4.372115296340080559e-01,8.861409496173944245e-01,4.939460953265331078e-01,4.698735505786105771e-01,3.296067762174843541e-01,5.384662867618346116e-01,4.802696723138136226e-01,5.694715543546606806e-01,7.326818531163271642e-01,3.825986890042039068e-01,5.105097578558219773e-01,6.721892119160767232e-01,0.000000000000000000e+00
4.334367841591317827e-01,4.405462512129870167e-01,4.493210335872361294e-01,5.069003762915688105e-01,4.574433207527677236e-01,2.884662314205337919e-01,5.506881863869083071e-01,4.705651041810851032e-01,5.706919233105692824e-01,7.342362685325480864e-01,3.524846518926294525e-01,5.030187534121464132e-01,6.707562466777274857e-01,0.000000000000000000e+00
4.368346013822714258e-01,4.355291902685351491e-01,7.866055015852425614e-01,1.188267450235993561e-01,4.359731943721965042e-01,2.938655970047979737e-01,5.457646331544622198e-01,4.804615180843135880e-01,5.768668827173621949e-01,7.296764889412229449e-01,3.550075020038624407e-01,4.976598876744228184e-01,6.738702373328174788e-01,0.000000000000000000e+00
4.382354525212712737e-01,4.360816854072815940e-01,2.744886962396354546e-01,9.263877023028418423e-01,4.329324345767497362e-01,2.930035634584088333e-01,5.451924155923616455e-01,4.763278688936711247e-01,5.775168879005772027e-01,7.293181100628645108e-01,3.519603878171078115e-01,4.989523433541235842e-01,6.732796147459688685e-01,0.000000000000000000e+00
4.375675364546418589e-01,4.367195840387280148e-01,4.828274254625595785e-01,9.915343022364736525e-01,4.338428872921625268e-01,2.930878778723449152e-01,5.439723117479936532e-01,4.779072948932002740e-01,5.775612219514815182e-01,7.293696940967160369e-01,3.639245979634311290e-01,4.995592951441386043e-01,6.748548453663587576e-01,0.000000000000000000e+00
4.374270239378459935e-01,4.365109507812739986e-01,4.971777535990543062e-01,9.929295464674131599e-01,4.338210995052649288e-01,2.931330989463136749e-01,5.434349776835840640e-01,4.762836056272848895e-01,5.775007496278683483e-01,7.293554057189970408e-01,3.565458367218238278e-01,5.001951903129024934e-01,6.741611798445131809e-01,0.000000000000000000e+00
4.374763126619191089e-01,4.367011176654738147e-01,4.965906287017092802e-01,9.900149093070436113e-01,4.335910175597637028e-01,2.926423254640548310e-01,5.431262645880543527e-01,4.779695295524539755e-01,5.775528958985246542e-01,7.294144399182808103e-01,3.554330162687021621e-01,5.016249181266384527e-01,6.744150621099305187e-01,0.000000000000000000e+00
4.304774947139887731e-01,4.358317465559015114e-01,8.533128268538030525e-01,5.109503998894934229e-01,4.497809666965895126e-01,3.124211681611919755e-01,5.450734744606589022e-01,4.768411539919916731e-01,5.740768820357292634e-01,7.281077090897466464e-01,3.549955847648905150e-01,5.027173587188639159e-01,6.734344542004899736e-01,0.000000000000000000e+00
4.375465729097149370e-01,4.369540876121074113e-01,4.900577680364294753e-01,9.954852139446668247e-01,4.337316983307811791e-01,2.926722658531435983e-01,5.435368310669063119e-01,4.773541226853447728e-01,5.775978964805971172e-01,7.293741908763966553e-01,3.639658969565662261e-01,5.003265674062576940e-01,6.754677754723938943e-01,0.000000000000000000e+00
4.344798337321583714e-01,4.372275566987702811e-01,6.756335472522951857e-01,8.800747904515940911e-01,4.349500508703764146e-01,2.929945579342018158e-01,5.439370869236224149e-01,4.754684814074752186e-01,5.777415948775999066e-01,7.295078283468851010e-01,3.550864403063005437e-01,4.992362547737413947e-01,6.742863374067857851e-01,0.000000000000000000e+00
4.256609798982695647e-01,4.402962733897132774e-01,5.169073006533536629e-01,5.108395605584472587e-01,4.759798951486087226e-01,3.038217623732867856e-01,5.499948898434366962e-01,4.707826450047840061e-01,5.670889536481636961e-01,7.317922345143345053e-01,3.548707017001574981e-01,4.993713065079165014e-01,6.716701953194923469e-01,0.000000000000000000e+00
4.375195345510825562e-01,4.369699579524637389e-01,4.948033191188386248e-01,9.965281243759968044e-01,4.337513903547969285e-01,2.926804055831270790e-01,5.428132818314171937e-01,4.769301526916360778e-01,5.776344903576136058e-01,7.296779819624260588e-01,3.454452194326795844e-01,9.968120812145776499e-01,6.717999849809169755e-01,0.000000000000000000e+00
4.380458072712711259e-01,4.366026713249959168e-01,4.127403378490916985e-01,9.809409683176509853e-01,4.329105749266770053e-01,2.925936460423138041e-01,5.428942612204531448e-01,4.782450594348812145e-01,5.775569407091519780e-01,7.292805303357549063e-01,3.540528058485385987e-01,5.012117252438201831e-01,6.752745091109549902e-01,0.000000000000000000e+00
4.385579164915254791e-01,4.359293351044060127e-01,2.772770548087217235e-01,8.752587433957608187e-01,4.330889864420484070e-01,2.928999769943406717e-01,5.428117197396655769e-01,4.777436894150707825e-01,5.775502521279654022e-01,7.294318161744385298e-01,3.555244327542136928e-01,4.992622224225258254e-01,6.747882956189011905e-01,0.000000000000000000e+00
4.345629995658919498e-01,4.316755384305893117e-01,3.802545123725639686e-01,3.078223278019753817e-02,4.337049894126320249e-01,2.909376070955563831e-01,5.482676962078925076e-01,4.774563253047052758e-01,5.774279746913422162e-01,7.292048999685778465e-01,3.544588998814277025e-01,4.971842861358476973e-01,6.712201512933682057e-01,0.000000000000000000e+00
4.373930088165250418e-01,4.367349508023487537e-01,4.933026522594002872e-01,9.933975398776071497e-01,4.335910040359894912e-01,2.928880897421844431e-01,5.431998794255681329e-01,4.768665339706379958e-01,5.772078930712094547e-01,7.288954611274527373e-01,3.431659571584027013e-01,9.947768297550330097e-01,6.717712952251505554e-01,0.000000000000000000e+00
4.325685404344323803e-01,4.402813000686460754e-01,4.182813880878100687e-01,5.013231353868481399e-01,4.609713836643815066e-01,3.033875490675719266e-01,5.503706942489736686e-01,4.673915613798445001e-01,5.713177321576444756e-01,7.346395530059800505e-01,3.512343480965319231e-01,5.004307240291752112e-01,6.728616520753234465e-01,0.000000000000000000e+00
