GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
4.335734226054452911e-01,2.919611834464624911e-01,5.433464372322659441e-01,4.767410902840883979e-01,5.727590726589206760e-01,7.296561816086049035e-01,4.744946780659490826e-01,9.856727458879595005e-01,6.717848853251301433e-01,5.143787996915154953e-02,6.835950624617176397e-01,6.824701642612148733e-01,5.514523711822646307e-05,0.000000000000000000e+00
5.370678374364969976e-01,3.942719701131760512e-01,7.738500959385652411e-01,7.116119765326122115e-01,1.081304826318303935e-01,1.843589178706627196e-01,4.306263253309340344e-01,7.103983059912528653e-01,6.358526301740332620e-01,4.963082805128767039e-02,6.830226568361110751e-01,6.854669326079556591e-01,5.212417322085797708e-05,0.000000000000000000e+00
7.084769464021821728e-01,6.517882470352251989e-01,5.608904759339186086e-01,4.356754528785558023e-01,5.032415650473978097e-01,7.496450909684966302e-01,3.448352914736407815e-01,5.215166155566058892e-01,6.689227069013853333e-01,5.000169262834924105e-02,6.831063543726848541e-01,6.856534746796429936e-01,3.406129830281273349e-05,0.000000000000000000e+00
4.337730316637171679e-01,2.932678678070616551e-01,5.413434390490725612e-01,4.695099043558987884e-01,5.775108411857031721e-01,7.293413885966816279e-01,3.565976126188452056e-01,4.991019933352671134e-01,6.753647301293155270e-01,5.248335580606593859e-02,6.831567208886684117e-01,3.790374970047679093e-01,5.378199016264038901e-05,0.000000000000000000e+00
7.356240886356779640e-01,4.805560632906051288e-01,6.063635895994090586e-01,4.437256561228994922e-01,5.527983646255708594e-01,6.786238153618250335e-01,6.446204394553566308e-01,4.078866086159939619e-01,6.671092313913998817e-01,5.070562316347227566e-02,6.738630904196795113e-01,6.855708009824905691e-01,5.730257516565329242e-05,0.000000000000000000e+00
4.283290470464259925e-01,6.983319841137850537e-01,4.976611356943378972e-01,5.887363859844564340e-01,9.722850221583752006e-01,4.359843951209781965e-01,6.016357609339384460e-02,7.469754843705559422e-01,6.711927354778065569e-01,5.233346738225267553e-02,6.832819644618779442e-01,6.854604930930290330e-01,5.686894575064203785e-05,0.000000000000000000e+00
4.407877822717464755e-01,2.822581666340395756e-01,4.816240564211032305e-01,4.883062772143936248e-01,4.481223439747085702e-01,7.988921175894049265e-01,7.533033935880036891e-01,4.472643560675740870e-01,6.585382193701067033e-01,5.007647979687469830e-02,6.831426283804562516e-01,6.857737318025823869e-01,5.483010146415572342e-05,0.000000000000000000e+00
4.337512367852034423e-01,2.926780169340689741e-01,5.436559377752342437e-01,4.779638188332765436e-01,5.775474088085572610e-01,7.293840788418218812e-01,3.638551177863292851e-01,4.999895387680647341e-01,6.758047118162241462e-01,5.249847838229023539e-02,8.658449722832983753e-02,6.851405180260904393e-01,2.592826627683471503e-05,0.000000000000000000e+00
8.001019586314794818e-01,2.979841264556404301e-01,3.105211415806929942e-02,8.816760815077777647e-01,9.208848527940712847e-01,9.078928025144827885e-02,6.082412845639258991e-01,9.999999999999997780e-01,6.162667342258280057e-01,4.491923895856866911e-02,9.985997657447277520e-01,7.717372576202005119e-01,5.629982997080649199e-01,0.000000000000000000e+00
8.085627655849709772e-01,2.770773374275590228e-01,1.685677074947060927e-01,9.497872653433382384e-01,9.418817898899075614e-01,1.927604800400826435e-01,9.457695002093293724e-01,5.207553094942944938e-01,6.055813875710809313e-01,4.676829358978983053e-02,9.978703365286434313e-01,3.692771741044144074e-01,5.242265495659630403e-01,0.000000000000000000e+00
8.304198343757188683e-01,2.535182424983033478e-01,1.983068129235774912e-01,9.322493591348636199e-01,7.642651404361544554e-01,0.000000000000000000e+00,5.544494533155100990e-01,5.131682212701469403e-01,5.691312700847939166e-01,2.859960134509663687e-01,9.976998405014584348e-01,8.869988341362212703e-01,5.617470605498695591e-01,0.000000000000000000e+00
8.044089993700082042e-01,2.768058146268336239e-01,1.989050005666685994e-01,9.885700488155509946e-01,9.622199266038328203e-01,2.046646787650658050e-01,7.210671698030929333e-01,4.501674168487368455e-01,5.983905785944565459e-01,4.514342633991597076e-02,9.978171221634259958e-01,8.370424331477674951e-01,5.620199512396055752e-01,0.000000000000000000e+00
8.071210754481776828e-01,2.777580577515046945e-01,1.825785931428670350e-01,9.408557914634718689e-01,9.479247622927710060e-01,2.120718902366969527e-01,7.049366862136998702e-01,4.420508800072924238e-01,6.028099718247922345e-01,1.993067470418968465e-02,9.976581224840193052e-01,8.814165018411570518e-01,5.621585820843666426e-01,0.000000000000000000e+00
8.069924674960357036e-01,2.775619554920885634e-01,2.068135420029899585e-01,9.332669432751906635e-01,9.493253556809968519e-01,2.013236097678037795e-01,7.388218118345775132e-01,3.204488041528752440e-01,6.041997121973387008e-01,2.066177486596000937e-02,0.000000000000000000e+00,9.455997204242259091e-01,5.633502461345045731e-01,0.000000000000000000e+00
8.077491108960866972e-01,2.740588855960247594e-01,1.780719020585256329e-01,1.000000000000000000e+00,9.444550963397474463e-01,2.082857394930364703e-01,7.451444043265136319e-01,2.122790668262131142e-01,6.072591041985861970e-01,3.807592086567269940e-02,9.991790183794853064e-01,1.000000000000000000e+00,5.643248657624138076e-01,0.000000000000000000e+00
8.067220475551648562e-01,2.778403478438504770e-01,1.977953560025771940e-01,9.350144233402082339e-01,9.460261461872027100e-01,2.091680671972513395e-01,8.384421450928862818e-01,3.883456416469681649e-01,6.035220018188640623e-01,2.564610502594967187e-02,9.981257385562396500e-01,5.509717533324518524e-01,6.230308505581181322e-01,0.000000000000000000e+00
8.072089222629494909e-01,2.779060325179599777e-01,1.968377367989556093e-01,9.367490492270094116e-01,9.473284635344232374e-01,2.087881211271210569e-01,7.964781137545973166e-01,4.107479411809276115e-01,7.813892465118165154e-01,6.290686512735768066e-01,9.983982178737150770e-01,5.431982918672682015e-01,6.232996089115392380e-01,0.000000000000000000e+00
8.147963787724700202e-01,2.766003729378965215e-01,1.973219874307280131e-01,9.326305245317968451e-01,9.472929795208789860e-01,2.003629295532331767e-01,8.093377868253853746e-01,3.975520834289185679e-01,8.663979565424935192e-01,8.285105443496325606e-01,9.983384014691792929e-01,5.215470872458747298e-01,6.242204274681277809e-01,0.000000000000000000e+00
8.077785616596712126e-01,2.777317666289985110e-01,2.047549679202348427e-01,9.449967911396883746e-01,9.410615195054881088e-01,2.065427522618791811e-01,8.899281897947586284e-01,3.896845766488503671e-01,6.043447155911916280e-01,2.917615865761554947e-02,9.983843201193720596e-01,5.257713537091783795e-01,6.248095842750185369e-01,0.000000000000000000e+00
8.274720413346123848e-01,2.874907552300263736e-01,0.000000000000000000e+00,8.658899410707562305e-01,9.503378655220069415e-01,1.967941036631036811e-01,8.189799412206647533e-01,4.358143888929570942e-01,6.938973872811435850e-01,1.509861342864376732e-01,9.994661714240288264e-01,5.415805762079982655e-01,6.249155513399671236e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,4.527616602419156644e-01,7.386205456749529441e-01,9.161454825501097465e-01,7.966970318951858143e-01,4.194840512824417056e-01,4.171731636571691659e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.982609953021835958e-01,9.547728060947132667e-01,6.139848842733268697e-01,0.000000000000000000e+00
8.071767520167589804e-01,2.779250826164487709e-01,1.807268696819157305e-01,9.401924591594381653e-01,9.459790766081119795e-01,2.044688952593655962e-01,0.000000000000000000e+00,4.833573077184332156e-01,6.026125272075374406e-01,2.004347166590576823e-02,9.977831264917063070e-01,3.250341872549914468e-01,6.176381496975125174e-01,0.000000000000000000e+00
7.889853820005142682e-01,2.939716231231747079e-01,2.919555548633456787e-01,9.136712045767358958e-01,9.554452134739095381e-01,2.143422709198738174e-01,7.633434907960777727e-01,4.010928119468362141e-01,6.128445344659930738e-01,3.957026086824328576e-02,9.996051617558106006e-01,5.447746438857753448e-01,6.153289397230743418e-01,0.000000000000000000e+00
8.112477404934373970e-01,2.804409214406839990e-01,2.087916621243859627e-01,9.690835076480577293e-01,9.312547797572285901e-01,2.057404288794837666e-01,8.267746739630230657e-01,3.293535805858258669e-01,6.934329788261563987e-01,4.887468751899733399e-01,9.989791440052537830e-01,7.614039035453932236e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.250386792158381777e-01,2.726149654977076398e-01,1.879307818801259078e-01,9.389003725504255771e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.223512057062230873e-01,6.505440154242947415e-02,6.695247651836849778e-01,4.623681119102825976e-01,9.996974753065561714e-01,7.314211382631475855e-01,5.659757707927521864e-01,0.000000000000000000e+00
8.076535845325869545e-01,2.772265630818552262e-01,1.548193994865674217e-01,9.390927965865581983e-01,9.468222942793438346e-01,2.114737465958302087e-01,8.303641602143028155e-01,4.919978667999038713e-01,5.973694579595114629e-01,8.674002317423348124e-03,9.979745989614762225e-01,5.059061703536051890e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.247092042655909117e-01,2.409411692135101646e-01,3.989407062405195825e-01,9.643396510155001211e-01,9.572180875363690555e-01,2.364094366643077205e-01,7.851669825826774751e-01,2.348903747739621295e-01,7.054909925459120767e-01,2.522652638387226087e-01,9.984807545705152165e-01,5.057844835445346465e-01,6.215091502698140147e-01,0.000000000000000000e+00
7.933995751223731352e-01,2.178036876146477452e-01,1.257235754221139312e-01,9.074509913005215367e-01,9.626849173148260830e-01,2.418993589707449932e-01,6.962173642668632034e-01,2.682978081154576699e-01,7.244580476527022750e-01,2.249866452784075321e-01,9.985335028751155528e-01,4.907204333906859950e-01,6.230071744565019998e-01,0.000000000000000000e+00
8.110071220085550703e-01,2.859079541355187271e-01,2.037998697956980576e-01,9.672069812566307379e-01,9.621956930464150570e-01,1.926609195643408656e-01,7.182390991370160016e-01,3.332825305210644906e-01,7.761609112381430142e-01,2.708388081129111669e-01,9.989171150512128339e-01,4.127884579947744825e-01,5.716351740179987928e-01,0.000000000000000000e+00
8.072219278124684871e-01,2.779642367266827452e-01,2.324927550713470625e-01,9.385741210425466718e-01,9.514591570018868794e-01,2.006103200291909916e-01,7.908664152083795251e-01,2.354553047836120960e-01,6.853967177875432970e-01,5.711142877287731512e-01,9.996355745058254083e-01,4.420276527259844324e-01,5.526271799720579025e-01,0.000000000000000000e+00
8.047565492042197954e-01,2.775923998229646306e-01,3.107904253098650038e-01,9.331204066077861681e-01,9.438428122331551373e-01,2.086670178591257807e-01,8.083000705279004272e-01,2.900907641530214853e-01,7.015234416477219570e-01,5.816928266289869143e-01,9.995344150851621645e-01,3.789639489065145250e-01,5.545010899033968599e-01,0.000000000000000000e+00
8.070921779050932443e-01,2.778574241275679757e-01,1.856183486291221596e-01,9.409870921406960909e-01,9.344606232514919286e-01,1.490947895691393521e-01,7.999145549030424185e-01,3.568463072710841288e-01,6.332013947915960950e-01,2.344174890075497453e-01,9.999999999999998890e-01,6.299618067463814697e-01,5.558384167116372510e-01,0.000000000000000000e+00
8.724928389942689932e-01,2.174292965510278841e-01,2.065385055937596637e-01,9.753475443904600084e-01,8.437022697413317784e-01,1.490481139949104694e-01,7.887560657656628171e-01,3.260529531605929066e-01,6.291846096115289999e-01,6.599150839882297892e-02,9.981235650385107405e-01,4.237943294739721645e-01,5.938602724660029253e-01,0.000000000000000000e+00
7.828631556665544000e-01,2.635427164668523448e-01,2.814175048448537830e-01,9.510145264921319175e-01,1.000000000000000000e+00,8.464264065094539990e-02,7.465302774115251117e-01,3.137779359032588644e-01,6.239467454715248440e-01,0.000000000000000000e+00,9.987562571781783971e-01,6.175465965011648350e-01,5.697097000498505537e-01,0.000000000000000000e+00
8.066346760623736012e-01,2.783743364145453425e-01,1.973687468954334889e-01,9.408217607967931384e-01,9.468459708295551280e-01,2.054923797987738554e-01,9.047845327948915717e-01,1.554010139732548978e-01,7.030120996416587831e-01,1.144598573599957952e-01,9.979082155174878732e-01,3.033270047719860418e-01,5.814604799967497684e-01,0.000000000000000000e+00
8.070871646236061903e-01,2.778535916343650158e-01,1.840350106752891013e-01,9.463621708455959292e-01,9.490693432251110506e-01,2.073013615013890587e-01,7.629632557450674035e-01,2.969036545878811495e-01,1.000000000000000000e+00,4.057585382077518732e-01,9.979280729684617546e-01,2.713921050232472876e-01,5.808208084628141421e-01,0.000000000000000000e+00
8.051873899768391407e-01,2.808739339008667346e-01,1.935513582901563223e-01,9.426506530733722578e-01,9.292626573433814263e-01,1.883623709259799051e-01,9.444269256021302628e-01,1.863808250530190058e-01,6.594202112942409988e-01,6.804049536614142912e-02,9.979779424677743815e-01,2.335627678001641616e-01,5.805759515309016905e-01,0.000000000000000000e+00
8.071766752963431824e-01,2.779250161305826250e-01,1.838500164002700998e-01,9.498734152685452958e-01,9.496017078279955781e-01,2.074672721067928882e-01,7.396085446235391991e-01,3.278133964479126305e-01,6.400996545971526785e-01,2.363363306176035072e-01,9.992941259024837874e-01,0.000000000000000000e+00,5.808821265744921192e-01,0.000000000000000000e+00
8.097012991302842133e-01,2.778409931176684666e-01,1.909300632356856209e-01,9.448316087695316501e-01,9.367206828770100469e-01,2.077453980933422484e-01,8.842708064725179895e-01,2.502338945266613379e-01,7.306286231145997512e-01,3.824910103266204731e-01,9.986362231221577179e-01,9.068854586329365697e-01,6.013738268148891564e-01,0.000000000000000000e+00
8.067719528532026896e-01,2.779581212087069431e-01,1.754980464578491106e-01,9.443885090771239055e-01,9.278443465233757736e-01,1.935244748569076578e-01,8.731730528641278299e-01,7.502026609042333760e-02,7.566959025351723822e-01,2.581119739482669040e-01,9.974048429129217519e-01,8.532401558794120433e-01,5.903510989381448582e-01,0.000000000000000000e+00
8.110772086404229864e-01,2.795484457447401372e-01,1.974922446632481621e-01,9.308049492552310511e-01,9.462441970011702397e-01,2.377605154226020145e-01,9.038662185152084305e-01,0.000000000000000000e+00,6.056086303088014100e-01,3.615352824625266137e-02,9.973839182233324996e-01,8.500592579086516665e-01,5.892380912987995600e-01,0.000000000000000000e+00
8.063766348021131902e-01,2.776433346746339237e-01,1.732082880848234696e-01,9.497629320337155345e-01,9.455990293523701684e-01,2.092728817836845556e-01,9.568005003638980766e-01,8.772675665900342423e-02,6.035853861566320422e-01,2.133378815053080246e-02,9.975155655769498697e-01,7.128182583586315513e-01,5.893886425614631719e-01,0.000000000000000000e+00
7.996428310595438127e-01,2.764572225292173391e-01,2.136087715566407086e-01,9.397558930647337272e-01,9.530858847895539165e-01,2.059796485648316133e-01,9.999999999999998890e-01,7.403328894426097762e-02,6.030587347924950548e-01,1.653565929746615704e-02,9.975155446395673753e-01,7.023338499407421054e-01,5.888499134050242390e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.234247551162117151e-01,3.290539370793097440e-01,9.803607340236224488e-01,2.485138069770274072e-01,6.978579061141066964e-01,5.294600854199782436e-01,9.975218010316300177e-01,7.540979122982952587e-01,5.894589670911987156e-01,0.000000000000000000e+00
4.339057112665120064e-01,2.927113208618585261e-01,5.429478726185016368e-01,4.773261335699297558e-01,5.774483802275238720e-01,7.294693552001058068e-01,3.554565966214355832e-01,4.990193447656726677e-01,6.740568864406354388e-01,5.209993974517043019e-02,6.831944847848324676e-01,6.855154259128675154e-01,5.301677134417849329e-05,0.000000000000000000e+00
4.337552379035433114e-01,2.927167997442574610e-01,5.428560003287604685e-01,4.770322847458628446e-01,5.775709077837540839e-01,7.293739497928255489e-01,3.383037832255967325e-01,9.978772615746027697e-01,6.717959086247885514e-01,5.140974347135101458e-02,6.829957660643760642e-01,6.852234185097315633e-01,5.565160624807576105e-05,0.000000000000000000e+00
4.337524352202650757e-01,2.926790201107621336e-01,5.428628016691356972e-01,4.771159226692840427e-01,5.772372275077962689e-01,7.294447510735450058e-01,3.790743660804010151e-01,1.114856665130337099e-03,6.717925213481532598e-01,5.140294799793321961e-02,6.829545595967130289e-01,6.876103173028329518e-01,5.693545517741597801e-05,0.000000000000000000e+00
4.360545736835437780e-01,2.942153459370574486e-01,5.434345748427782397e-01,4.775951512915272978e-01,5.768596252960551674e-01,7.301974986093102693e-01,8.580360633811232596e-01,1.807032992987294695e-01,6.717802275434737735e-01,5.142050020424766832e-02,6.831572413893184370e-01,6.891201278146118492e-01,5.416858375191312787e-05,0.000000000000000000e+00
6.237865499278661963e-01,1.600392120367146176e-01,5.480122724617466634e-01,4.301639145651035001e-01,5.303274563516431339e-01,7.559879790390700016e-01,3.474561321233319289e-01,5.017371862190658227e-01,6.708930400561574636e-01,5.306060872582682442e-02,6.902763576031955006e-01,6.906913735126002374e-01,5.611279883782318212e-05,0.000000000000000000e+00
5.771253466865623460e-01,3.869657672029178097e-01,5.496636456556723838e-01,4.536555277095293826e-01,5.448618710011934319e-01,7.441945016223067144e-01,3.466743172505176163e-01,5.047560162581327114e-01,6.720771246973610280e-01,5.089135299588477129e-02,6.831491447359115954e-01,6.856510042883896539e-01,5.507418974538575308e-05,0.000000000000000000e+00
4.333293998623943821e-01,2.941526017401600579e-01,5.387189135632894921e-01,5.181201436439965002e-01,5.775261808137579500e-01,7.293179234704521008e-01,3.546429762736900693e-01,4.977399515549701947e-01,6.734024812490811973e-01,5.088088216725075719e-02,6.832759077025352124e-01,6.856417231996716488e-01,9.875574554353349077e-01,0.000000000000000000e+00
4.386861241550675250e-01,2.949649528089693939e-01,5.400015343042346982e-01,4.737375562394678941e-01,5.751399495660366457e-01,7.262568493923632351e-01,4.906540128461913675e-01,4.961659086401776220e-01,6.723064872471269382e-01,5.133522285663473517e-02,6.831592709518006235e-01,6.808194074964385445e-01,5.659229188472342546e-05,0.000000000000000000e+00
4.378775591715858284e-01,2.940806537761333495e-01,5.452366526943853708e-01,4.770353837403656372e-01,5.767760738487585082e-01,7.301885581493936517e-01,3.547647968404500363e-01,4.999793045988536466e-01,6.744507585551979822e-01,5.215014320368006190e-02,4.951876268476226306e-01,6.854541231142231572e-01,5.182335304904913753e-05,0.000000000000000000e+00
