8.077785616596712126e-01,2.777317666289985110e-01,2.047549679202348427e-01,9.449967911396883746e-01,9.410615195054881088e-01,2.065427522618791811e-01,8.899281897947586284e-01,3.896845766488503671e-01,6.043447155911916280e-01,2.917615865761554947e-02,9.983843201193720596e-01,5.257713537091783795e-01,6.248095842750185369e-01,0.000000000000000000e+00
8.274720413346123848e-01,2.874907552300263736e-01,0.000000000000000000e+00,8.658899410707562305e-01,9.503378655220069415e-01,1.967941036631036811e-01,8.189799412206647533e-01,4.358143888929570942e-01,6.938973872811435850e-01,1.509861342864376732e-01,9.994661714240288264e-01,5.415805762079982655e-01,6.249155513399671236e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,4.527616602419156644e-01,7.386205456749529441e-01,9.161454825501097465e-01,7.966970318951858143e-01,4.194840512824417056e-01,4.171731636571691659e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.982609953021835958e-01,9.547728060947132667e-01,6.139848842733268697e-01,0.000000000000000000e+00
8.071767520167589804e-01,2.779250826164487709e-01,1.807268696819157305e-01,9.401924591594381653e-01,9.459790766081119795e-01,2.044688952593655962e-01,0.000000000000000000e+00,4.833573077184332156e-01,6.026125272075374406e-01,2.004347166590576823e-02,9.977831264917063070e-01,3.250341872549914468e-01,6.176381496975125174e-01,0.000000000000000000e+00
7.889853820005142682e-01,2.939716231231747079e-01,2.919555548633456787e-01,9.136712045767358958e-01,9.554452134739095381e-01,2.143422709198738174e-01,7.633434907960777727e-01,4.010928119468362141e-01,6.128445344659930738e-01,3.957026086824328576e-02,9.996051617558106006e-01,5.447746438857753448e-01,6.153289397230743418e-01,0.000000000000000000e+00
8.112477404934373970e-01,2.804409214406839990e-01,2.087916621243859627e-01,9.690835076480577293e-01,9.312547797572285901e-01,2.057404288794837666e-01,8.267746739630230657e-01,3.293535805858258669e-01,6.934329788261563987e-01,4.887468751899733399e-01,9.989791440052537830e-01,7.614039035453932236e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.250386792158381777e-01,2.726149654977076398e-01,1.879307818801259078e-01,9.389003725504255771e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.223512057062230873e-01,6.505440154242947415e-02,6.695247651836849778e-01,4.623681119102825976e-01,9.996974753065561714e-01,7.314211382631475855e-01,5.659757707927521864e-01,0.000000000000000000e+00
8.076535845325869545e-01,2.772265630818552262e-01,1.548193994865674217e-01,9.390927965865581983e-01,9.468222942793438346e-01,2.114737465958302087e-01,8.303641602143028155e-01,4.919978667999038713e-01,5.973694579595114629e-01,8.674002317423348124e-03,9.979745989614762225e-01,5.059061703536051890e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.247092042655909117e-01,2.409411692135101646e-01,3.989407062405195825e-01,9.643396510155001211e-01,9.572180875363690555e-01,2.364094366643077205e-01,7.851669825826774751e-01,2.348903747739621295e-01,7.054909925459120767e-01,2.522652638387226087e-01,9.984807545705152165e-01,5.057844835445346465e-01,6.215091502698140147e-01,0.000000000000000000e+00
7.933995751223731352e-01,2.178036876146477452e-01,1.257235754221139312e-01,9.074509913005215367e-01,9.626849173148260830e-01,2.418993589707449932e-01,6.962173642668632034e-01,2.682978081154576699e-01,7.244580476527022750e-01,2.249866452784075321e-01,9.985335028751155528e-01,4.907204333906859950e-01,6.230071744565019998e-01,0.000000000000000000e+00
8.110071220085550703e-01,2.859079541355187271e-01,2.037998697956980576e-01,9.672069812566307379e-01,9.621956930464150570e-01,1.926609195643408656e-01,7.182390991370160016e-01,3.332825305210644906e-01,7.761609112381430142e-01,2.708388081129111669e-01,9.989171150512128339e-01,4.127884579947744825e-01,5.716351740179987928e-01,0.000000000000000000e+00
8.072219278124684871e-01,2.779642367266827452e-01,2.324927550713470625e-01,9.385741210425466718e-01,9.514591570018868794e-01,2.006103200291909916e-01,7.908664152083795251e-01,2.354553047836120960e-01,6.853967177875432970e-01,5.711142877287731512e-01,9.996355745058254083e-01,4.420276527259844324e-01,5.526271799720579025e-01,0.000000000000000000e+00
8.047565492042197954e-01,2.775923998229646306e-01,3.107904253098650038e-01,9.331204066077861681e-01,9.438428122331551373e-01,2.086670178591257807e-01,8.083000705279004272e-01,2.900907641530214853e-01,7.015234416477219570e-01,5.816928266289869143e-01,9.995344150851621645e-01,3.789639489065145250e-01,5.545010899033968599e-01,0.000000000000000000e+00
8.070921779050932443e-01,2.778574241275679757e-01,1.856183486291221596e-01,9.409870921406960909e-01,9.344606232514919286e-01,1.490947895691393521e-01,7.999145549030424185e-01,3.568463072710841288e-01,6.332013947915960950e-01,2.344174890075497453e-01,9.999999999999998890e-01,6.299618067463814697e-01,5.558384167116372510e-01,0.000000000000000000e+00
8.724928389942689932e-01,2.174292965510278841e-01,2.065385055937596637e-01,9.753475443904600084e-01,8.437022697413317784e-01,1.490481139949104694e-01,7.887560657656628171e-01,3.260529531605929066e-01,6.291846096115289999e-01,6.599150839882297892e-02,9.981235650385107405e-01,4.237943294739721645e-01,5.938602724660029253e-01,0.000000000000000000e+00
7.828631556665544000e-01,2.635427164668523448e-01,2.814175048448537830e-01,9.510145264921319175e-01,1.000000000000000000e+00,8.464264065094539990e-02,7.465302774115251117e-01,3.137779359032588644e-01,6.239467454715248440e-01,0.000000000000000000e+00,9.987562571781783971e-01,6.175465965011648350e-01,5.697097000498505537e-01,0.000000000000000000e+00
8.066346760623736012e-01,2.783743364145453425e-01,1.973687468954334889e-01,9.408217607967931384e-01,9.468459708295551280e-01,2.054923797987738554e-01,9.047845327948915717e-01,1.554010139732548978e-01,7.030120996416587831e-01,1.144598573599957952e-01,9.979082155174878732e-01,3.033270047719860418e-01,5.814604799967497684e-01,0.000000000000000000e+00
8.070871646236061903e-01,2.778535916343650158e-01,1.840350106752891013e-01,9.463621708455959292e-01,9.490693432251110506e-01,2.073013615013890587e-01,7.629632557450674035e-01,2.969036545878811495e-01,1.000000000000000000e+00,4.057585382077518732e-01,9.979280729684617546e-01,2.713921050232472876e-01,5.808208084628141421e-01,0.000000000000000000e+00
8.051873899768391407e-01,2.808739339008667346e-01,1.935513582901563223e-01,9.426506530733722578e-01,9.292626573433814263e-01,1.883623709259799051e-01,9.444269256021302628e-01,1.863808250530190058e-01,6.594202112942409988e-01,6.804049536614142912e-02,9.979779424677743815e-01,2.335627678001641616e-01,5.805759515309016905e-01,0.000000000000000000e+00
8.071766752963431824e-01,2.779250161305826250e-01,1.838500164002700998e-01,9.498734152685452958e-01,9.496017078279955781e-01,2.074672721067928882e-01,7.396085446235391991e-01,3.278133964479126305e-01,6.400996545971526785e-01,2.363363306176035072e-01,9.992941259024837874e-01,0.000000000000000000e+00,5.808821265744921192e-01,0.000000000000000000e+00
8.097012991302842133e-01,2.778409931176684666e-01,1.909300632356856209e-01,9.448316087695316501e-01,9.367206828770100469e-01,2.077453980933422484e-01,8.842708064725179895e-01,2.502338945266613379e-01,7.306286231145997512e-01,3.824910103266204731e-01,9.986362231221577179e-01,9.068854586329365697e-01,6.013738268148891564e-01,0.000000000000000000e+00
8.067719528532026896e-01,2.779581212087069431e-01,1.754980464578491106e-01,9.443885090771239055e-01,9.278443465233757736e-01,1.935244748569076578e-01,8.731730528641278299e-01,7.502026609042333760e-02,7.566959025351723822e-01,2.581119739482669040e-01,9.974048429129217519e-01,8.532401558794120433e-01,5.903510989381448582e-01,0.000000000000000000e+00
8.110772086404229864e-01,2.795484457447401372e-01,1.974922446632481621e-01,9.308049492552310511e-01,9.462441970011702397e-01,2.377605154226020145e-01,9.038662185152084305e-01,0.000000000000000000e+00,6.056086303088014100e-01,3.615352824625266137e-02,9.973839182233324996e-01,8.500592579086516665e-01,5.892380912987995600e-01,0.000000000000000000e+00
8.063766348021131902e-01,2.776433346746339237e-01,1.732082880848234696e-01,9.497629320337155345e-01,9.455990293523701684e-01,2.092728817836845556e-01,9.568005003638980766e-01,8.772675665900342423e-02,6.035853861566320422e-01,2.133378815053080246e-02,9.975155655769498697e-01,7.128182583586315513e-01,5.893886425614631719e-01,0.000000000000000000e+00
7.996428310595438127e-01,2.764572225292173391e-01,2.136087715566407086e-01,9.397558930647337272e-01,9.530858847895539165e-01,2.059796485648316133e-01,9.999999999999998890e-01,7.403328894426097762e-02,6.030587347924950548e-01,1.653565929746615704e-02,9.975155446395673753e-01,7.023338499407421054e-01,5.888499134050242390e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.234247551162117151e-01,3.290539370793097440e-01,9.803607340236224488e-01,2.485138069770274072e-01,6.978579061141066964e-01,5.294600854199782436e-01,9.975218010316300177e-01,7.540979122982952587e-01,5.894589670911987156e-01,0.000000000000000000e+00
