4.335737459462649102e-01,2.928306343668265477e-01,5.429202152397910597e-01,4.766113368640331749e-01,5.796685805886923060e-01,7.291038435494379133e-01,2.615953436755503736e-01,9.855180094406691405e-01,6.718280320758048818e-01,5.141163962464705833e-02,6.834216088647119269e-01,6.854045127649465163e-01,5.626925981338848142e-05
7.830736312868114002e-01,5.253509840540374620e-01,5.554852288426259665e-01,4.280246451904762828e-01,5.094901573307430986e-01,7.760914385954222894e-01,3.297330047739905901e-01,5.277716084331947055e-01,6.687265543580663829e-01,5.094048019621480461e-02,6.831902710922892474e-01,6.856736020288815014e-01,4.828137512298644619e-05
4.335748306376430716e-01,2.919668953696631930e-01,5.433391886233909229e-01,4.767437564180614928e-01,5.727892406326157149e-01,7.295557828666384692e-01,4.759934183719515266e-01,9.851137627037838129e-01,6.717854716428739437e-01,5.143816331907944545e-02,6.835917378852420789e-01,6.824938936437074943e-01,5.514237925806884672e-05
4.166933747363631979e-01,3.159411419454205006e-01,5.830669055576682691e-01,2.866289172522972217e-01,5.783241546255276644e-01,7.282289826624247508e-01,3.535624279692473615e-01,5.005338457679656683e-01,6.706660035833297284e-01,5.161399091262140748e-02,6.832406037938302257e-01,6.855386375121553799e-01,5.445261677141884950e-05
6.164460821634201171e-01,4.907751251898790912e-01,5.316964212893041664e-01,4.676028979251837803e-01,5.363545143366396095e-01,7.447744936490209300e-01,3.581802197072574967e-01,5.051612346396054942e-01,6.722957241372190529e-01,4.997813164640793615e-02,6.830984005459342923e-01,6.856562655558550157e-01,5.327660923434092335e-05
4.638066602645953274e-01,3.205611612419570489e-01,7.849023879133095738e-01,4.912016958502492536e-01,5.739284391673670216e-01,7.299355220038614700e-01,3.532194187040955113e-01,5.045080538197475040e-01,6.753215801110806771e-01,5.189278075486437186e-02,6.888654558676976514e-01,6.856230034209114255e-01,5.278626399136113938e-05
4.337523931577755287e-01,2.926790889531264428e-01,5.429162635153284011e-01,4.771566218783000468e-01,5.783306180649094852e-01,7.305959857291538517e-01,3.248305032123319780e-01,9.939004977692843523e-01,6.717999057235983784e-01,5.141080259299981442e-02,6.832554719076151528e-01,4.582444209496293608e-01,5.578447003731166467e-05
4.489867484220479987e-01,3.088049114941169293e-01,4.246697443493976376e-01,4.733589495646997047e-01,5.721831733160490652e-01,7.328703610344557973e-01,3.515690572856745577e-01,5.034176280026515515e-01,6.742783744830023185e-01,5.183005934259189013e-02,6.840642462154971071e-01,6.848143538334704461e-01,5.724503064581659825e-05
5.435739253658247172e-01,3.469530475285796944e-01,5.560907753320100122e-01,4.448572050593403993e-01,5.510136126712265048e-01,7.431819557117097519e-01,3.459725204306630664e-01,5.033976793478079914e-01,6.729571716518115698e-01,5.105360107770192529e-02,6.831904718946807398e-01,6.856547608671146321e-01,5.609223815089206403e-05
4.345509801042760079e-01,2.932234726050971241e-01,5.410090527887526646e-01,4.739404334017135456e-01,5.719771246158059652e-01,7.269285227019292028e-01,7.101124895885631005e-01,1.037416587967762704e-01,6.716894114351100731e-01,5.145979202974451661e-02,6.837529250016654014e-01,6.857856422681950503e-01,6.708640320328000976e-05
4.334293886801617868e-01,2.926038579063299228e-01,5.439912510369779852e-01,4.765484711913457461e-01,5.775424032428984056e-01,7.293525565598036886e-01,3.555334246009172472e-01,4.984461353616271850e-01,6.732640162772922654e-01,5.183613063304436802e-02,8.130262419790912354e-01,6.852277289418072792e-01,4.946046364160425288e-05
4.392654573722390987e-01,2.884874810761804964e-01,5.337705690187156682e-01,4.774818478966380564e-01,5.779157102574213889e-01,7.305702714203577974e-01,3.564884856930731205e-01,5.005513901144751365e-01,2.230596110969049750e-01,7.106877255851052899e-01,6.828358911998919645e-01,6.858744369587534973e-01,5.750894022237213257e-05
2.427977030145592741e-01,5.657305178215265018e-01,5.381283013816722249e-01,5.024858661706007590e-01,6.457418119549790392e-01,7.312827267383852359e-01,2.865751165547094637e-01,5.092608626180582521e-01,6.757506677437292719e-01,5.065234471914636938e-02,6.794825469952068264e-01,6.856653229162965602e-01,5.858019700429820814e-05
4.337512367852034423e-01,2.926780169340689741e-01,5.436559377752342437e-01,4.779638188332765436e-01,5.775474088085572610e-01,7.293840788418218812e-01,3.638551177863292851e-01,4.999895387680647341e-01,6.758047118162241462e-01,5.249847838229023539e-02,8.658449722832983753e-02,6.851405180260904393e-01,2.592826627683471503e-05
6.240687569324024908e-01,1.458198937638795489e-01,5.503303597452361418e-01,4.379162295292033380e-01,5.313732714639938237e-01,7.550127765594664142e-01,3.465765855064997236e-01,5.027015373061795023e-01,6.701674489886543240e-01,5.518822961947258965e-02,6.907506694190019836e-01,6.910382186284353967e-01,5.802614659968505836e-05
5.047298280678762517e-01,3.424289160866311188e-01,3.288812269731976601e-01,2.870735939990660124e-01,5.746305814031839043e-01,7.302652015698908317e-01,3.495206842958011872e-01,5.056621361661406411e-01,6.668886042245528722e-01,4.779625934809255544e-02,6.832402140098108312e-01,6.838346471079866928e-01,5.553640785787769801e-05
7.477371808998924951e-01,4.749407150172773595e-01,6.110736825358270563e-01,4.436415844283096432e-01,5.523458632034737859e-01,6.740976744658742081e-01,6.544519879966651521e-01,4.129464901433779755e-01,6.667613888884831308e-01,5.069876825441782531e-02,6.731412354885804028e-01,6.855548862986313718e-01,5.724378882815758665e-05
4.415005961046281624e-01,2.932754910395524162e-01,6.017449392624891757e-01,4.773158534984460744e-01,5.762779141023676166e-01,7.318189861111363825e-01,3.547780597301569139e-01,5.017868187185983153e-01,6.719814887793045255e-01,5.204609722958649515e-02,6.829234259238802229e-01,6.856220003671060770e-01,5.344874896264645292e-05
4.337548767908159242e-01,2.926816607477849552e-01,5.431129819526459013e-01,4.773866804613123849e-01,5.774028410238691844e-01,7.293936804892273695e-01,3.794196526879531350e-01,9.944511747731652473e-01,6.718289375462593860e-01,5.142548332803312944e-02,6.849751077729966386e-01,6.854210601366120814e-01,5.653081763278905913e-05
4.344720549194637238e-01,2.928761434509157824e-01,5.412676565926424210e-01,4.803684702143524721e-01,5.697067251979465174e-01,7.410523059759909215e-01,2.176519094616027328e-01,5.151700202582872867e-01,6.719813272596959486e-01,5.133598534353634585e-02,6.831678436736222659e-01,6.836364148110202210e-01,5.804716428862419014e-05
1.721566451838623113e-01,1.399523444496572899e-01,5.755743488684860187e-01,5.074706763323255654e-01,6.122564506146801477e-01,7.227598860551530668e-01,3.533589317696962939e-01,5.077509650066569513e-01,6.718972899588665504e-01,5.179380206723076946e-02,6.831844280090264565e-01,6.857029089153979795e-01,5.246915444339012632e-05
4.337524123326645387e-01,2.926790191881318837e-01,5.426897444878281407e-01,4.768418498928570504e-01,5.775466592968588886e-01,7.293835454585871902e-01,3.382749898815258782e-01,9.973694918323503522e-01,6.717711643664796561e-01,5.138211853122176542e-02,6.832321665703340319e-01,6.852859908116786247e-01,9.838061935229559518e-01
7.049305436674455638e-01,7.877863302291139291e-01,5.736778635917898495e-01,4.164974301221268660e-01,4.963193241419928681e-01,7.204435642404916074e-01,3.473629469758903188e-01,5.187591145883146959e-01,6.670383883054269436e-01,4.959567410207744304e-02,6.830744272370593562e-01,6.855462000429798364e-01,1.955815796524383631e-05
