UserID,UUID,Version,TimeStemp,GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
97bb95f55a,1462680495123, 2.3, 2016-05-08 07:08:15.123,-0.006098369925555556,-0.010532936796161615,9.133034143275532e-06,-6.256110017938612e-06,-7.8165079365079375,-24.069523809523808,13.483527051671716,13.833925227963526,978.9147885714286,-0.001018366280370476,0.0006152396462449027,-0.1964084203517588,-0.9398198922110552,1
97bb95f55a,1462680555094, 2.3, 2016-05-08 07:09:15.094,-0.005978662264141426,-0.01224785108030303,0.0021654105179745578,-0.000439891462964882,-9.688421052631579,-25.569473684210525,19.893595989974934,18.363771428571425,978.9960452380952,-0.0010341728437519991,-0.003713725431119078,-0.1901497935839196,-0.9455804664723618,1
97bb95f55a,1462680615158, 2.3, 2016-05-08 07:10:15.158,-0.0041412155922,-0.007098655963900001,0.00017101872054070818,-6.4133256113504e-05,-8.251428571428571,-25.276825396825398,0.13351094224924007,0.20880020263424529,979.0480347619048,-0.0038100135070353405,-0.0005384579662293283,-0.1509275481599034,-0.9490149803864736,1
97bb95f55a,1462680675515, 2.3, 2016-05-08 07:11:15.515,-0.05475702642335024,-0.040037991574619285,0.0057677040851396326,0.00317701974504338,25.604361702127658,-24.181595744680852,6.886216623051528,2.9754228353623797,979.0573857142856,0.000322189606800127,-0.005547431229981264,-0.18545708909090908,-0.9288772815656564,1
97bb95f55a,1462684021121, 2.3, 2016-05-08 08:07:01.121,0.05716650236414135,-0.09303175032323233,0.05479838414699555,-0.09230434233181373,-12.11079365079365,4.443492063492063,-45.43701104356637,22.258744782168193,978.0928204761904,-0.014909009308626918,0.30268993089408097,-0.3798862675502539,-0.9370149990456852,1
97bb95f55a,1462685010101, 2.3, 2016-05-08 08:23:30.101,-0.010081006393939392,-0.009099133840909093,-9.420567707576587e-09,7.080421605626068e-08,-27.06536842105263,-39.183473684210526,0.0028955388471177327,0.0013730325814535252,978.415199047619,-0.001619458655400784,-0.001604030714409012,-0.5840434103940887,-0.908122699359606,1
97bb95f55a,1462686636551, 2.3, 2016-05-08 08:50:36.551,0.017414932509648234,-0.02014233053949748,-0.0051698105939718105,0.005329444066941518,29.95396825396825,-23.96031746031746,0.7744385005065855,0.4448774062816614,978.2114252380952,0.002597287913041703,0.0034690288184452854,-0.21253458756059115,-0.9440347822167487,1
97bb95f55a,1463006030700, 2.3.1, 2016-05-12 01:33:50.7,-0.00314333723888889,0.0029308223700000003,0.0011569238387114148,0.0008356306033880933,10.363174603174603,-8.952698412698412,6.851197973657548,10.646851266464033,923.9123690476193,-0.008178483640875731,-0.0009507013998275406,-0.18166349941557788,-0.9753521226633166,1
97bb95f55a,1463078697531, 2.3.1, 2016-05-12 21:44:57.531,-0.008300185831818182,-0.009637146344444444,0.00507616747598252,-0.0017635240455709008,32.84285714285714,-11.02984126984127,5.048402735562314,10.047720668693007,973.8563066666667,-0.4230114247401415,0.4071494486785601,-0.13514771035527634,-1.0907303782261306,1
97bb95f55a,1463253096939, 2.3.2, 2016-05-14 22:11:36.939,-0.01648538145668394,-0.009557022816580309,0.00013550150014048553,-0.00023192133948581715,-21.07336956521739,-26.65304347826087,-0.3924573057733431,-0.25685730577334315,1012.156319047619,-0.0012438423641908097,0.0019951464131074603,-0.17991654561578949,-0.9043507140000001,1
97bb95f55a,1463290924785, 2.3.2, 2016-05-15 08:42:04.785,0.043861861924120615,0.0009555258492462273,0.004982534067235696,-0.012283017825258905,-5.2335789473684216,-26.66147368421053,7.760430676691719,5.275736340852127,978.7567914285713,0.0033870251337412933,0.014807404809814574,-0.20191339298500002,-1.0165894808,1
97bb95f55a,1463290985010, 2.3.2, 2016-05-15 08:43:05.01,-0.0236779235560606,-0.02273236784343434,-0.00391534208716667,-0.019967432777384882,-3.582857142857143,-27.705079365079364,9.190638601823704,4.656167679837896,978.888983,0.005822256742514981,0.01762819312466611,-0.24520395403705586,-1.0020056618274111,1
97bb95f55a,1463320761033, 2.3.2, 2016-05-15 16:59:21.033,-0.004377317634010153,0.0021494547319796955,0.0010885425279922797,0.0026513402174376693,8.422021276595745,-33.10404255319149,13.08928522016156,5.697590032995789,974.3557147619048,0.005604328903073471,-0.00767111108520427,-0.2344862772676768,-0.9736369626262626,1
97bb95f55a,1463420439195, 2.3.2, 2016-05-16 20:40:39.195,0.0027156172435353547,-0.009772994351313131,1.2829078207236833e-05,1.3074658107148715e-05,30.90571428571429,-31.0784126984127,6.245224924012157,12.517630293819645,972.6783742857144,0.0008216755182167476,-0.003586613219900871,-0.19913955718090454,-1.016342863919598,1
97bb95f55a,1463421284609, 2.3.2, 2016-05-16 20:54:44.609,0.0220709476932292,-0.012043868870208332,-0.0006878062895758222,-0.0001104197269872157,27.74,-35.44733333333333,7.461258100558661,12.757896536312852,972.8437355000001,-0.002571070236777011,0.0005530153260845271,-0.1906548358941799,-0.9924920747619048,1
97bb95f55a,1463421344360, 2.3.2, 2016-05-16 20:55:44.36,-0.008871823654242423,-0.008768256269191919,-2.4044517503162185e-05,-2.239991721367399e-05,42.310158730158726,-18.05873015873016,2.309444478216819,4.870366767983788,972.9617465,-0.006750421724483826,-0.030055914285364332,-0.1947359515075377,-0.9633503341708544,1
97bb95f55a,1463465666172, 2.3.2, 2016-05-17 09:14:26.172,-0.003700321745226136,0.00553910734603015,0.018562154000711616,-0.020091775449465683,-16.411578947368422,-32.34157894736842,2.0065593984962424,1.0449729323308274,976.3169452380953,-0.047179266262346566,-0.030079896758526,-0.2001666353530303,-0.9767929921959596,1
97bb95f55a,1463480066947, 2.3.2, 2016-05-17 13:14:26.947,0.014809906845641029,-0.004592928530461536,-0.006909684658260953,-0.0047765972620415435,3.3880851063829787,-18.91882978723404,1.6115990442598709,-0.4538665490954599,974.1858033333333,0.02244448068609401,-0.0631722059899543,-0.2207173482546392,-0.9821515789432991,1
97bb95f55a,1463507902461, 2.3.2, 2016-05-17 20:58:22.461,-0.005967103237055836,-0.008837098659187817,-0.0001540618587597348,0.0001492768700811693,-23.15079365079365,-40.68730158730159,7.573510131712265,2.1458157041540025,975.2227385714284,-0.0012332955050790607,-0.0010781520101131783,-0.1436971694822335,-1.0512900947715735,1
97bb95f55a,1463507962307, 2.3.2, 2016-05-17 20:59:22.307,-0.009263227756262626,-0.006530124915959596,-2.546924079181047e-05,-2.3672763955739082e-05,-22.529368421052627,-42.89968421052632,29.967837894736828,8.761969423558902,975.1662914285713,-0.00024288114151698397,-0.000148675386640037,-0.21271964275252525,-0.9895179474242424,1
97bb95f55a,1463508022399, 2.3.2, 2016-05-17 21:00:22.399,-0.006910768836363632,-0.008075565410909091,-0.0005653657515707658,0.0009794425999214073,-20.968736842105265,-45.520421052631576,4.286470375939846,1.091510776942356,975.1446842857144,-0.00906588633445593,-0.009879757235932464,-0.12440375981319796,-1.0377660400507611,1
97bb95f55a,1463508082923, 2.3.2, 2016-05-17 21:01:22.923,-0.009308958686868686,-0.005068076327777778,-3.122372465028113e-08,4.8722945820033426e-08,20.220315789473684,-61.70115789473685,2.82960671679198,4.913948671679195,975.1717023809523,-5.736185322206896e-06,-6.342851593582826e-05,-0.2240860608080808,-0.976024481010101,1
97bb95f55a,1463549253668, 2.3.3, 2016-05-18 08:27:33.668,-0.007558757873979592,-0.007167436322653061,0.0007174410308365369,-2.7856980360805627e-05,-0.3682978723404266,1.1259574468085107,9.655929912390482,8.233503106155423,976.979970952381,-0.005743664817681373,7.947597143644544e-05,-0.15368091914387755,-1.0098913572959185,1
97bb95f55a,1463565238254, 2.3.3, 2016-05-18 12:53:58.254,-0.011373581269494951,-0.007351938795757575,-0.0001150491998079678,1.1043573713945833e-05,-38.90349206349207,-2.5904761904761897,11.6215291793313,5.408530395136777,976.007281904762,-0.009697681264957332,-0.007227405957420519,-0.15908204383919594,-1.0863798385427137,1
97bb95f55a,1463565298219, 2.3.3, 2016-05-18 12:54:58.219,-0.005936574357989951,-0.013008003161507535,0.0011084604314458002,0.000539221784951388,-39.55831578947368,-2.8108421052631583,0.228816240601504,0.3672744862155389,975.9090657142856,-0.0015013592106640648,0.015501605376072487,-0.14414410046566334,-1.1191294954455446,1
97bb95f55a,1463565419841, 2.3.3, 2016-05-18 12:56:59.841,-0.011939613819695431,-0.005114080489847715,-0.00022739454392252783,-9.350325601869976e-05,-35.43850267379679,-12.318609625668447,0.0762538209418665,0.030679489391064376,975.922350952381,-0.0017887529498119988,0.0008643155200383697,-0.11838171043514853,-1.080832894653465,1
97bb95f55a,1463565479661, 2.3.3, 2016-05-18 12:57:59.661,-0.0019525387823115634,-0.00928091578643216,-0.0021410726483599997,-0.0004874345430601368,-35.439157894736844,-13.044947368421054,0.0365417543859653,-0.07829854636591478,975.8748113636364,0.0015463110177540095,-0.0008277874394021916,-0.09735710558777227,-1.0868106976237624,1
97bb95f55a,1463565538964, 2.3.3, 2016-05-18 12:58:58.964,0.192444842939196,-0.4005862796940704,-0.2293913810431748,0.23981542270362485,-35.24336842105263,-9.458842105263155,7.18485894736842,11.571554586466165,975.9285566666665,-0.056212004899473166,0.062409266843357236,-0.10691526737492384,-1.0106422514213198,1
